"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.DescriptionTest","io.klvl.annotations.DescriptionTest","testDescriptionDefaultUsage","testDescriptionDefaultUsage","The purpose of this test is to demonstrate how to add description to a report"
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.TmsLinkTest","io.klvl.annotations.TmsLinkTest","testMultipleTmsLinks","testMultipleTmsLinks",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.SeverityTest","io.klvl.annotations.SeverityTest","testMinorSeverity","testMinorSeverity",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Suite name","io.klvl.allurelifecycle.EpicFeatureStorySuiteTest","io.klvl.allurelifecycle.EpicFeatureStorySuiteTest","testEpicFeatureStorySuite","testEpicFeatureStorySuite",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","4","Surefire suite","Surefire test","io.klvl.SimpleTest","io.klvl.SimpleTest","testDescriptiveTestName","As a user I see descriptive test name in a report",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.AttachmentTest","io.klvl.allurelifecycle.AttachmentTest","testAddAttachmentWithType","testAddAttachmentWithType",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.AttachmentTest","io.klvl.annotations.AttachmentTest","testStringAttachment","testStringAttachment",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.allurelifecycle.AttachmentTest","io.klvl.allurelifecycle.AttachmentTest","testAddAttachmentWithExtension","testAddAttachmentWithExtension",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.allurelifecycle.ParametersTest","io.klvl.allurelifecycle.ParametersTest","testParameters","testParameters",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.MultipleFeaturesTest","io.klvl.annotations.epic.feature.story.MultipleFeaturesTest","testMultipleFeatures","testMultipleFeatures",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.annotations.StepTest","io.klvl.annotations.StepTest","testDescriptiveName","As allure user I can set descriptive name for my test",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignInWithCredentialsTest","testSignInWithAlreadyExistingCredentials","testSignInWithAlreadyExistingCredentials",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","io.klvl.annotations.epic.feature.story.authorization.SignUpWithCredentialsTest","testSignUpWithWeakPassword","testSignUpWithWeakPassword",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.LinkTest","io.klvl.annotations.LinkTest","testDefaultLinkUsage","testDefaultLinkUsage",""
"broken","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","1","Surefire suite","Surefire test","io.klvl.BrokenTest","io.klvl.BrokenTest","testBroken","testBroken",""
"skipped","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.SkippedTest","io.klvl.SkippedTest","testSkippedSecond","testSkippedSecond",""
"passed","Fri Feb 17 11:30:20 GMT 2023","Fri Feb 17 11:30:20 GMT 2023","0","Surefire suite","Surefire test","io.klvl.annotations.TmsLinkTest","io.klvl.annotations.TmsLinkTest","testTmsLinkPattern","testTmsLinkPattern",""
